name,brand,family,model,vram_gb,base_ghz,boost_ghz,release_year,process_nm,directx,opengl,shader_model,architecture,bus_interface,memory_type
EVGA 015-P3-1485-AR,,,EVGA 015-P3-1485-AR,1.5,726.0,,,,,,,,,
AMD FirePro 2270,AMD,,FirePro 2270,0.5,600.0,,,,,,,,,
MSI N740-4GD3,,,MSI N740-4GD3,4.0,1006.0,,,,,,,,,
Gigabyte GV-N960G1 GAMING-4GD,,,Gigabyte GV-N960G1 GAMING-4GD,4.0,1241.0,1304.0,,,,,,,,
Asus STRIX-GTX950-DC2OC-2GD5-GAMING,,,Asus STRIX-GTX950-DC2OC-2GD5-GAMING,2.0,1024.0,1140.0,,,,,,,,
Inno3D GAMING OC,,,Inno3D GAMING OC,6.0,1569.0,1784.0,,,,,,,,
MSI SEA HAWK X,,,MSI SEA HAWK X,8.0,1708.0,1847.0,,,,,,,,
MSI GTX 1050 2GT LP,,,MSI GTX 1050 2GT LP,2.0,1354.0,1455.0,,,,,,,,
EVGA SC HYBRID GAMING,,,EVGA SC HYBRID GAMING,8.0,1721.0,1860.0,,,,,,,,
ASRock RX570 8G OC,,,ASRock RX570 8G OC,8.0,1228.0,1331.0,,,,,,,,
Inno3D iChill,,,Inno3D iChill,11.0,1607.0,1721.0,,,,,,,,
Sapphire 21308-01-20G,,,Sapphire 21308-01-20G,16.0,1825.0,,,,,,,,,
XFX RX-68TMATFD8,,,XFX RX-68TMATFD8,16.0,1825.0,2250.0,,,,,,,,
ASRock Phantom Gaming Elite,,,ASRock Phantom Gaming Elite,8.0,1257.0,1345.0,,,,,,,,
VisionTek 900574,,,VisionTek 900574,1.0,,,,,,,,,,
VisionTek 901507,,,VisionTek 901507,4.0,1100.0,1071.0,,,,,,,,
PNY VCGGT7102XPB,,,PNY VCGGT7102XPB,2.0,954.0,,,,,,,,,
Zotac ZT-50608-10L,,,Zotac ZT-50608-10L,0.5,810.0,,,,,,,,,
EVGA 04G-P4-2690-KR,,,EVGA 04G-P4-2690-KR,4.0,915.0,,,,,,,,,
MSI N610GT-MD2GD3/LP,,,MSI N610GT-MD2GD3/LP,2.0,810.0,,,,,,,,,
AMD 310455937500,AMD,,310455937500,1.0,,,,,,,,,,
Sapphire Vapor-X,,,Sapphire Vapor-X,8.0,1060.0,,,,,,,,,
EVGA 04G-P4-1970-KR,,,EVGA 04G-P4-1970-KR,4.0,1050.0,1178.0,,,,,,,,
MSI N750ti-2GD5TLP,,,MSI N750ti-2GD5TLP,2.0,1020.0,1085.0,,,,,,,,
AMD FirePro W5100,AMD,,FirePro W5100,4.0,930.0,,,,,,,,,
MSI GAMING 100ME,,,MSI GAMING 100ME,4.0,1140.0,1279.0,,,,,,,,
PNY Founders Edition,,,PNY Founders Edition,8.0,1607.0,1733.0,,,,,,,,
GALAX OC,,,GALAX OC,6.0,1518.0,1733.0,,,,,,,,
PNY VCGGTX1050T4PB,,,PNY VCGGTX1050T4PB,4.0,1290.0,1392.0,,,,,,,,
EVGA K|NGP|N GAMING,,,EVGA K|NGP|N GAMING,11.0,1582.0,1695.0,,,,,,,,
Gigabyte GV-RXVEGA56GAMING OC-8GD,,,Gigabyte GV-RXVEGA56GAMING OC-8GD,8.0,1156.0,1501.0,,,,,,,,
XFX RX-560P4SFG5,,,XFX RX-560P4SFG5,4.0,1295.0,,,,,,,,,
PowerColor AXRX 5500 XT 4GBD6-3DH,,,PowerColor AXRX 5500 XT 4GBD6-3DH,4.0,1717.0,1845.0,,,,,,,,
MSI D6 GAMING X,,,MSI D6 GAMING X,4.0,1410.0,1710.0,,,,,,,,
XFX DD,,,XFX DD,8.0,1605.0,1905.0,,,,,,,,
MSI GeForce RTX 3090 SUPRIM 24G,,,MSI GeForce RTX 3090 SUPRIM 24G,24.0,1395.0,1815.0,,,,,,,,
Sapphire Toxic,,,Sapphire Toxic,16.0,1825.0,2500.0,,,,,,,,
MSI VENTUS 3X PLUS,,,MSI VENTUS 3X PLUS,12.0,1260.0,1710.0,,,,,,,,
ASRock RX6500XT CLI 4G:,,,ASRock RX6500XT CLI 4G:,4.0,2310.0,2815.0,,,,,,,,
Asus ROG-STRIX-RTX3050-8G-GAMING,,,Asus ROG-STRIX-RTX3050-8G-GAMING,8.0,1550.0,,,,,,,,,
MSI SHADOW 2X,,,MSI SHADOW 2X,12.0,2527.0,,,,,,,,,
Gigabyte GV-R545-1GI,,,Gigabyte GV-R545-1GI,1.0,650.0,,,,,,,,,
MSI LP,,,MSI LP,2.0,600.0,,,,,,,,,
XFX PVT95GZAFG,,,XFX PVT95GZAFG,1.0,550.0,,,,,,,,,
Gigabyte GV-R68-16GC-B,,,Gigabyte GV-R68-16GC-B,16.0,1700.0,2105.0,,,,,,,,
Asus HD7970-DC2-3GD5,,,Asus HD7970-DC2-3GD5,3.0,925.0,,,,,,,,,
Sapphire Dual-X,,,Sapphire Dual-X,3.0,850.0,1020.0,,,,,,,,
Gigabyte GV-N750OC-2GI,,,Gigabyte GV-N750OC-2GI,2.0,1059.0,1137.0,,,,,,,,
Gigabyte GV-N960WF2OC-2GD,,,Gigabyte GV-N960WF2OC-2GD,2.0,1216.0,1279.0,,,,,,,,
Gigabyte GV-N98TG1 GAMING-6GD,,,Gigabyte GV-N98TG1 GAMING-6GD,6.0,1190.0,1291.0,,,,,,,,
MSI QUICK SILVER OC,,,MSI QUICK SILVER OC,8.0,1506.0,1797.0,,,,,,,,
PNY VCGGTX1050T4XGPB-OC,,,PNY VCGGTX1050T4XGPB-OC,4.0,1366.0,1480.0,,,,,,,,
PNY VCGGTX10603PB,,,PNY VCGGTX10603PB,3.0,1506.0,1708.0,,,,,,,,
EVGA HYBRID GAMING,,,EVGA HYBRID GAMING,8.0,1708.0,1847.0,,,,,,,,
KFA2 OC,,,KFA2 OC,8.0,1518.0,1708.0,,,,,,,,
NVIDIA VCQM5000-PB,NVIDIA,,VCQM5000-PB,8.0,861.0,1038.0,,,,,,,,
PNY VCGGTX1070T8PB,,,PNY VCGGTX1070T8PB,8.0,1607.0,1683.0,,,,,,,,
MSI RX 550 4GT LP OC,,,MSI RX 550 4GT LP OC,4.0,1100.0,1203.0,,,,,,,,
Asus DUAL EVO Advanced,,,Asus DUAL EVO Advanced,8.0,1635.0,1815.0,,,,,,,,
EVGA XC HYBRID GAMING,,,EVGA XC HYBRID GAMING,8.0,1650.0,1830.0,,,,,,,,
GALAX EX White,,,GALAX EX White,6.0,1365.0,1725.0,,,,,,,,
Inno3D Gaming X2 OC,,,Inno3D Gaming X2 OC,8.0,1470.0,1695.0,,,,,,,,
MSI GT,,,MSI GT,8.0,1257.0,1360.0,,,,,,,,
Asus ROG STRIX GAMING V2,,,Asus ROG STRIX GAMING V2,10.0,1440.0,1740.0,,,,,,,,
Lenovo 4X61F99433,,,Lenovo 4X61F99433,6.0,562.0,1200.0,,,,,,,,
Asus GTXTITAN-6GD5,,,Asus GTXTITAN-6GD5,6.0,836.0,,,,,,,,,
Asus ENGTX550 TI DC/DI/1GD5,,,Asus ENGTX550 TI DC/DI/1GD5,1.0,910.0,,,,,,,,,
Gigabyte GV-R67XT-12GD-B,,,Gigabyte GV-R67XT-12GD-B,12.0,2321.0,,,,,,,,,
EVGA 04G-P4-2686-KR,,,EVGA 04G-P4-2686-KR,4.0,1019.0,,,,,,,,,
MSI N660Ti-PE-2GD5/OC,,,MSI N660Ti-PE-2GD5/OC,2.0,1019.0,,,,,,,,,
Sapphire 100366L R7 260X,,,Sapphire 100366L R7 260X,2.0,1150.0,,,,,,,,,
Asus GT740-2GD3-CSM,,,Asus GT740-2GD3-CSM,2.0,993.0,,,,,,,,,
Gigabyte GV-N730-2GI,,,Gigabyte GV-N730-2GI,2.0,700.0,,,,,,,,,
Palit NE5X970014G2F,,,Palit NE5X970014G2F,4.0,1051.0,1178.0,,,,,,,,
Asus STRIX-R9390X-DC3OC-8GD5-GAMING,,,Asus STRIX-R9390X-DC3OC-8GD5-GAMING,8.0,1070.0,,,,,,,,,
EVGA SSC ACX 2.0,,,EVGA SSC ACX 2.0,2.0,1190.0,1393.0,,,,,,,,
Asus STRIX-GTX980TI-DC3-6GD5-GAMING,,,Asus STRIX-GTX980TI-DC3-6GD5-GAMING,6.0,1000.0,1075.0,,,,,,,,
Asus TURBO-GTX960-OC-4GD5,,,Asus TURBO-GTX960-OC-4GD5,4.0,1190.0,1253.0,,,,,,,,
Sapphire 11256-00,,,Sapphire 11256-00,4.0,932.0,1216.0,,,,,,,,
EVGA 03G-P4-6160-KR,,,EVGA 03G-P4-6160-KR,3.0,1506.0,1708.0,,,,,,,,
EVGA FTW GAMING,,,EVGA FTW GAMING,6.0,1620.0,1847.0,,,,,,,,
EVGA XC BLACK EDITION GAMING,,,EVGA XC BLACK EDITION GAMING,8.0,1410.0,1620.0,,,,,,,,
Zotac ZT-T20800G-10P,,,Zotac ZT-T20800G-10P,8.0,1515.0,1710.0,,,,,,,,
Zotac GAMING AMP Extreme,,,Zotac GAMING AMP Extreme,8.0,1470.0,1710.0,,,,,,,,
Asus Expedition,,,Asus Expedition,6.0,1569.0,1809.0,,,,,,,,
XFX THICC III Pro,,,XFX THICC III Pro,6.0,1247.0,1750.0,,,,,,,,
MSI GeForce RTX 3090 Ti SUPRIM 24G,,,MSI GeForce RTX 3090 Ti SUPRIM 24G,24.0,1560.0,1935.0,,,,,,,,
Asus TUF Gaming TOP,,,Asus TUF Gaming TOP,16.0,1825.0,2390.0,,,,,,,,
KFA2 EX Gamer White,,,KFA2 EX Gamer White,12.0,1920.0,2550.0,,,,,,,,
MSI D6 VENTUS XS,,,MSI D6 VENTUS XS,4.0,1410.0,1590.0,,,,,,,,
Asus ROG STRIX GAMING Advanced,,,Asus ROG STRIX GAMING Advanced,16.0,2310.0,2580.0,,,,,,,,
Gigabyte AORUS MASTER TYPE C,,,Gigabyte AORUS MASTER TYPE C,16.0,1825.0,2310.0,,,,,,,,
KFA2 SG (1-Click OC),,,KFA2 SG (1-Click OC),16.0,2210.0,2625.0,,,,,,,,
XFX PV-T95G-ZNF2,,,XFX PV-T95G-ZNF2,1.0,550.0,,,,,,,,,
PNY LED Verto,,,PNY LED Verto,12.0,2310.0,2610.0,,,,,,,,
AMD FirePro W4100,AMD,,FirePro W4100,2.0,630.0,,,,,,,,,
EVGA 01G-P1-N948-LR,,,EVGA 01G-P1-N948-LR,1.0,,,,,,,,,,
EVGA 02G-P4-2645-KR,,,EVGA 02G-P4-2645-KR,2.0,901.0,,,,,,,,,
HP C2J94AT,,,HP C2J94AT,3.0,810.0,,,,,,,,,
Inno3D iChill Black,,,Inno3D iChill Black,16.0,2210.0,2610.0,,,,,,,,
XFX HD-577X-ZNFC,,,XFX HD-577X-ZNFC,1.0,850.0,,,,,,,,,
EVGA 03G-P3-1584-AR,,,EVGA 03G-P3-1584-AR,3.0,772.0,,,,,,,,,
Gigabyte GV-N650OC-2GI,,,Gigabyte GV-N650OC-2GI,2.0,1110.0,,,,,,,,,
MSI GTX 970 4GD5 OC,,,MSI GTX 970 4GD5 OC,4.0,1076.0,1216.0,,,,,,,,
Gigabyte GV-N960IXOC-2GD,,,Gigabyte GV-N960IXOC-2GD,2.0,1165.0,1228.0,,,,,,,,
PNY VCQ295NVS-X1-PB,,,PNY VCQ295NVS-X1-PB,0.25,540.0,,,,,,,,,
MSI GTX 980Ti 6GD5T OC,,,MSI GTX 980Ti 6GD5T OC,6.0,1102.0,1190.0,,,,,,,,
MSI RADEON RX 460 2G OC,,,MSI RADEON RX 460 2G OC,2.0,1090.0,1210.0,,,,,,,,
EVGA FTW2 DT Gaming iCX,,,EVGA FTW2 DT Gaming iCX,8.0,1607.0,1733.0,,,,,,,,
Sapphire PULSE ITX,,,Sapphire PULSE ITX,4.0,1168.0,1244.0,,,,,,,,
Asus POSEIDON,,,Asus POSEIDON,11.0,1620.0,1733.0,,,,,,,,
AMD 100-506062,AMD,,100-506062,16.0,1500.0,1600.0,,,,,,,,
GALAX 60NNH7DSL9C3,,,GALAX 60NNH7DSL9C3,3.0,1518.0,1733.0,,,,,,,,
EVGA SC2 Gaming,,,EVGA SC2 Gaming,8.0,1708.0,1847.0,,,,,,,,
Asus MATRIX,,,Asus MATRIX,11.0,1350.0,1815.0,,,,,,,,
MSI GeForce RTX 2080 Ti LIGHTNING Z,,,MSI GeForce RTX 2080 Ti LIGHTNING Z,11.0,1350.0,1770.0,,,,,,,,
Sapphire 21291-01-40G,,,Sapphire 21291-01-40G,16.0,1400.0,1750.0,,,,,,,,
XFX RX-57XL8MFGR,,,XFX RX-57XL8MFGR,8.0,1465.0,1725.0,,,,,,,,
PowerColor AXRX 5700 8GBD6-3DH/OC,,,PowerColor AXRX 5700 8GBD6-3DH/OC,8.0,1515.0,1750.0,,,,,,,,
EVGA XC ULTRA BLACK GAMING,,,EVGA XC ULTRA BLACK GAMING,6.0,1500.0,1770.0,,,,,,,,
XFX RX-68XTACBD9,,,XFX RX-68XTACBD9,16.0,1925.0,2360.0,,,,,,,,
MSI GeForce RTX 3080 SEA HAWK X 10G LHR,,,MSI GeForce RTX 3080 SEA HAWK X 10G LHR,10.0,1440.0,1785.0,,,,,,,,
MSI GeForce GTX 1630 AERO ITX 4G OC,,,MSI GeForce GTX 1630 AERO ITX 4G OC,4.0,1740.0,,,,,,,,,
XFX RS XXX Edition,,,XFX RS XXX Edition,4.0,1168.0,,,,,,,,,
XFX Speedster MERC 319 Limited,,,XFX Speedster MERC 319 Limited,16.0,1825.0,2495.0,,,,,,,,
MSI VENTUS 2X 8GD6X OC,,,MSI VENTUS 2X 8GD6X OC,8.0,1410.0,1695.0,,,,,,,,
Colorful NB EX-V,,,Colorful NB EX-V,12.0,2310.0,,,,,,,,,
MSI VENTUS 2X 8GD6X,,,MSI VENTUS 2X 8GD6X,8.0,1410.0,1665.0,,,,,,,,
GALAX Hydro,,,GALAX Hydro,24.0,2235.0,2580.0,,,,,,,,
AMD 100-505956,AMD,,100-505956,8.0,1200.0,1530.0,,,,,,,,
EVGA 01G-P3-2711-KR,,,EVGA 01G-P3-2711-KR,1.0,954.0,,,,,,,,,
PNY VCGGTX9804XPB-CG,,,PNY VCGGTX9804XPB-CG,4.0,1126.0,1216.0,,,,,,,,
XFX RX-VEGMLBFX6,,,XFX RX-VEGMLBFX6,8.0,1156.0,1471.0,,,,,,,,
EVGA 12G-P4-3990-KR,,,EVGA 12G-P4-3990-KR,12.0,705.0,876.0,,,,,,,,
PNY VCQM5000-PB,,,PNY VCQM5000-PB,8.0,861.0,1038.0,,,,,,,,
Sapphire PULSE UEFI,,,Sapphire PULSE UEFI,4.0,1168.0,1284.0,,,,,,,,
KFA2 EX Gamer,,,KFA2 EX Gamer,12.0,1920.0,2550.0,,,,,,,,
EVGA 02G-P4-2663-KR,,,EVGA 02G-P4-2663-KR,2.0,1072.0,,,,,,,,,
Asus 710-1-SL,,,Asus 710-1-SL,1.0,954.0,,,,,,,,,
Gigabyte GV-N285OC-2GI,,,Gigabyte GV-N285OC-2GI,2.0,,,,,,,,,,
Gigabyte GV-N98TSL-1GI,,,Gigabyte GV-N98TSL-1GI,1.0,600.0,,,,,,,,,
Sapphire 100283-3L,,,Sapphire 100283-3L,1.0,,,,,,,,,,
VisionTek 900270,,,VisionTek 900270,0.5,575.0,,,,,,,,,
Gigabyte GV-N210D3-1GI REV5.0,,,Gigabyte GV-N210D3-1GI REV5.0,1.0,520.0,,,,,,,,,
EVGA 03G-P4-2781-KR,,,EVGA 03G-P4-2781-KR,3.0,863.0,,,,,,,,,
EVGA Dual FTW ACX,,,EVGA Dual FTW ACX,4.0,1085.0,1137.0,,,,,,,,
Sapphire 100369DDR5L R7 240,,,Sapphire 100369DDR5L R7 240,1.0,730.0,780.0,,,,,,,,
Asus R9295X2-8GD5,,,Asus R9295X2-8GD5,8.0,1018.0,,,,,,,,,
MSI N730-4GD3,,,MSI N730-4GD3,4.0,700.0,,,,,,,,,
MSI GAMING LE,,,MSI GAMING LE,4.0,1076.0,1216.0,,,,,,,,
MSI LIGHTNING,,,MSI LIGHTNING,6.0,1203.0,1304.0,,,,,,,,
PowerColor Red Devil Golden Sample,,,PowerColor Red Devil Golden Sample,8.0,1257.0,1425.0,,,,,,,,
Gigabyte D5,,,Gigabyte D5,2.0,1100.0,1195.0,,,,,,,,
MSI GAMING X+,,,MSI GAMING X+,6.0,1594.0,1809.0,,,,,,,,
Asus ROG-STRIX-RX560-O4G-EVO-GAMING,,,Asus ROG-STRIX-RX560-O4G-EVO-GAMING,4.0,1149.0,1197.0,,,,,,,,
MSI Radeon RX 560 4GT LP OC,,,MSI Radeon RX 560 4GT LP OC,4.0,1196.0,1275.0,,,,,,,,
MSI GeForce RTX 2070 GAMING X 8G,,,MSI GeForce RTX 2070 GAMING X 8G,8.0,1410.0,1710.0,,,,,,,,
GALAX 26NRL7HPX7OC,,,GALAX 26NRL7HPX7OC,6.0,1365.0,1710.0,,,,,,,,
XFX FATBOY,,,XFX FATBOY,8.0,1469.0,1580.0,,,,,,,,
MSI RX 5700 XT 8G,,,MSI RX 5700 XT 8G,8.0,1605.0,1905.0,,,,,,,,
XFX THICC III Ultra 2,,,XFX THICC III Ultra 2,8.0,1810.0,2025.0,,,,,,,,
ASRock Radeon RX 6800 16G,,,ASRock Radeon RX 6800 16G,16.0,1700.0,2105.0,,,,,,,,
PowerColor AXRX 6900XT 16GBD6-M2DHC,,,PowerColor AXRX 6900XT 16GBD6-M2DHC,16.0,1825.0,,,,,,,,,
MSI GeForce RTX 3080 SUPRIM 10G,,,MSI GeForce RTX 3080 SUPRIM 10G,10.0,1440.0,1830.0,,,,,,,,
Asus RX6900XT-16G,,,Asus RX6900XT-16G,16.0,1825.0,,,,,,,,,
Colorful iGame Vulcan OC-V,,,Colorful iGame Vulcan OC-V,12.0,1365.0,1710.0,,,,,,,,
Zotac GAMING AMP AIRO,,,Zotac GAMING AMP AIRO,12.0,1920.0,2535.0,,,,,,,,
MSI BLACK TRIO,,,MSI BLACK TRIO,24.0,1560.0,1860.0,,,,,,,,
PNY EPIC-X RGB Triple Fan Plus,,,PNY EPIC-X RGB Triple Fan Plus,16.0,2295.0,2452.0,,,,,,,,
EVGA 02G-P3-2717-KR,,,EVGA 02G-P3-2717-KR,2.0,954.0,,,,,,,,,
PNY VCQ450NVS-X16-PB,,,PNY VCQ450NVS-X16-PB,0.5,,,,,,,,,,
EVGA FTW,,,EVGA FTW,1.0,1202.0,,,,,,,,,
AMD FirePro V7900 SDI,AMD,,FirePro V7900 SDI,2.0,725.0,,,,,,,,,
PNY VCQ410-PB,,,PNY VCQ410-PB,0.5,706.0,,,,,,,,,
Lenovo 4X61J52232,,,Lenovo 4X61J52232,12.0,562.0,1200.0,,,,,,,,
ATI FirePro RG220A,,,ATI FirePro RG220A,0.5,800.0,,,,,,,,,
Gigabyte GV-N295-18I-B,,,Gigabyte GV-N295-18I-B,1.75,,,,,,,,,,
Sapphire 11200-00-20G,,,Sapphire 11200-00-20G,2.0,860.0,,,,,,,,,
Sparkle 700042,,,Sparkle 700042,1.0,810.0,,,,,,,,,
Asus GTX980-4GD5,,,Asus GTX980-4GD5,4.0,1127.0,1216.0,,,,,,,,
PNY VCQK5200-PB,,,PNY VCQK5200-PB,8.0,667.0,,,,,,,,,
Zotac ZT-90308-10M,,,Zotac ZT-90308-10M,4.0,1177.0,1240.0,,,,,,,,
MSI R7 370 2GD5T OC,,,MSI R7 370 2GD5T OC,2.0,970.0,1020.0,,,,,,,,
Zotac ZT-90105-10P,,,Zotac ZT-90105-10P,4.0,1050.0,1178.0,,,,,,,,
Asus STRIX-R9380X-OC4G-GAMING,,,Asus STRIX-R9380X-OC4G-GAMING,4.0,1030.0,,,,,,,,,
AMD 100-505989,AMD,,100-505989,32.0,930.0,,,,,,,,,
GALAX EX OC White,,,GALAX EX OC White,6.0,1556.0,1771.0,,,,,,,,
PNY VCGGTX10606PB-CG,,,PNY VCGGTX10606PB-CG,6.0,1506.0,1708.0,,,,,,,,
PNY VCGGTX10808PB,,,PNY VCGGTX10808PB,8.0,1607.0,1733.0,,,,,,,,
XFX GTR-S,,,XFX GTR-S,8.0,1364.0,1450.0,,,,,,,,
MSI LIGHTNING Z,,,MSI LIGHTNING Z,11.0,1607.0,1721.0,,,,,,,,
MSI GTX 1050 2GT OC,,,MSI GTX 1050 2GT OC,2.0,1404.0,1518.0,,,,,,,,
PowerColor AXRX 570 8GBD5-3DHD/OC,,,PowerColor AXRX 570 8GBD5-3DHD/OC,8.0,1168.0,1250.0,,,,,,,,
Diamond RX580D58G,,,Diamond RX580D58G,8.0,1340.0,1340.0,,,,,,,,
XFX XXX,,,XFX XXX,4.0,1264.0,1284.0,,,,,,,,
Gigabyte GV-N710SL-2GL,,,Gigabyte GV-N710SL-2GL,2.0,945.0,954.0,,,,,,,,
Zotac Twin,,,Zotac Twin,11.0,1350.0,1545.0,,,,,,,,
EVGA FTW3 ULTRA+,,,EVGA FTW3 ULTRA+,8.0,1605.0,1815.0,,,,,,,,
Gigabyte GAMING MI,,,Gigabyte GAMING MI,8.0,1340.0,1355.0,,,,,,,,
Gigabyte GV-R69XT-16GC-B,,,Gigabyte GV-R69XT-16GC-B,16.0,1825.0,2250.0,,,,,,,,
Asus Noctua,,,Asus Noctua,8.0,1500.0,1755.0,,,,,,,,
Asus ROG-STRIX-RTX3080-12G-GAMING,,,Asus ROG-STRIX-RTX3080-12G-GAMING,12.0,1260.0,1740.0,,,,,,,,
MSI GeForce RTX 3090 Ti GAMING TRIO 24G,,,MSI GeForce RTX 3090 Ti GAMING TRIO 24G,24.0,1560.0,1860.0,,,,,,,,
XFX RX-69TMATFD8,,,XFX RX-69TMATFD8,16.0,1825.0,2250.0,,,,,,,,
Sapphire 21306-01-20G,,,Sapphire 21306-01-20G,12.0,2321.0,2581.0,,,,,,,,
Asus LP OC,,,Asus LP OC,4.0,1485.0,1740.0,,,,,,,,
MSI GAMING SLIM MLG,,,MSI GAMING SLIM MLG,12.0,1980.0,2490.0,,,,,,,,
MAXSUN iCraft OC,,,MAXSUN iCraft OC,10.0,1440.0,1740.0,,,,,,,,
ATI FirePro 2450 Multi-View,,,ATI FirePro 2450 Multi-View,0.5,600.0,,,,,,,,,
Gigabyte GV-R57XT-8GD-B,,,Gigabyte GV-R57XT-8GD-B,8.0,1605.0,1905.0,,,,,,,,
EVGA 02G-P4-3660-KR,,,EVGA 02G-P4-3660-KR,2.0,915.0,,,,,,,,,
Zotac ZT-71113-20L,,,Zotac ZT-71113-20L,2.0,902.0,,,,,,,,,
Gigabyte Radeon RX VEGA 56 8G,,,Gigabyte Radeon RX VEGA 56 8G,8.0,1156.0,1471.0,,,,,,,,
EVGA 01G-P3-1557-KR,,,EVGA 01G-P3-1557-KR,1.0,981.0,,,,,,,,,
EVGA 025-P3-1579-AR,,,EVGA 025-P3-1579-AR,2.5,732.0,,,,,,,,,
VisionTek 900374,,,VisionTek 900374,0.5,600.0,,,,,,,,,
Asus ENGTX560 TI DC2 TOP/2DI/2GD5,,,Asus ENGTX560 TI DC2 TOP/2DI/2GD5,2.0,900.0,,,,,,,,,
Asus GTX670-DC2-2GD5,,,Asus GTX670-DC2-2GD5,2.0,915.0,,,,,,,,,
Asus GT610-SL-1GD3-L,,,Asus GT610-SL-1GD3-L,1.0,810.0,,,,,,,,,
Gigabyte GV-N630-2GI,,,Gigabyte GV-N630-2GI,2.0,810.0,,,,,,,,,
Gigabyte GV-N680SO-2GD,,,Gigabyte GV-N680SO-2GD,2.0,1137.0,,,,,,,,,
EVGA 06G-P4-2790-KR,,,EVGA 06G-P4-2790-KR,6.0,836.0,,,,,,,,,
VisionTek Radeon HD 7790 1GB,,,VisionTek Radeon HD 7790 1GB,1.0,1000.0,,,,,,,,,
Gigabyte GV-R725O5-2GI,,,Gigabyte GV-R725O5-2GI,2.0,1100.0,,,,,,,,,
AMD FirePro W7000,AMD,,FirePro W7000,4.0,950.0,,,,,,,,,
EVGA K|NGP|N ACX 2.0+,,,EVGA K|NGP|N ACX 2.0+,4.0,1304.0,1418.0,,,,,,,,
Gigabyte GV-N950OC-2GD,,,Gigabyte GV-N950OC-2GD,2.0,1064.0,1241.0,,,,,,,,
Asus STRIX-GTX980-DC2-4GD5,,,Asus STRIX-GTX980-DC2-4GD5,4.0,1126.0,1216.0,,,,,,,,
Asus STRIX-R9380-DC2OC-4GD5-GAMING,,,Asus STRIX-R9380-DC2OC-4GD5-GAMING,4.0,990.0,,,,,,,,,
EVGA 08G-P4-5180,,,EVGA 08G-P4-5180,8.0,1607.0,1733.0,,,,,,,,
Zotac Founders Edition,,,Zotac Founders Edition,8.0,1506.0,1683.0,,,,,,,,
GALAX EX OC SNPR,,,GALAX EX OC SNPR,8.0,1594.0,1784.0,,,,,,,,
Zotac ZT-P10700I-10P,,,Zotac ZT-P10700I-10P,8.0,1506.0,1683.0,,,,,,,,
Sapphire 21275-00-40G,,,Sapphire 21275-00-40G,8.0,1406.0,1677.0,,,,,,,,
XFX RX-550P4LFG5,,,XFX RX-550P4LFG5,4.0,1203.0,,,,,,,,,
KFA2 26NRL7HPX7OK,,,KFA2 26NRL7HPX7OK,6.0,1365.0,1710.0,,,,,,,,
Asus TUF,,,Asus TUF,6.0,1530.0,1815.0,,,,,,,,
Gainward Pegasus OC (DVI),,,Gainward Pegasus OC (DVI),4.0,1485.0,1725.0,,,,,,,,
Gigabyte GV-RX570GAMING-4GD-MI,,,Gigabyte GV-RX570GAMING-4GD-MI,4.0,1244.0,1255.0,,,,,,,,
MSI TWIN FAN OC,,,MSI TWIN FAN OC,8.0,1410.0,1695.0,,,,,,,,
Asus RX6800-16G,,,Asus RX6800-16G,16.0,1700.0,2105.0,,,,,,,,
Gigabyte GAMING OC PRO Rev 2.0,,,Gigabyte GAMING OC PRO Rev 2.0,8.0,1410.0,1770.0,,,,,,,,
MSI GeForce GTX 1630 VENTUS XS 4G OC,,,MSI GeForce GTX 1630 VENTUS XS 4G OC,4.0,1740.0,,,,,,,,,
AMD 100-435415,AMD,,100-435415,16.0,1890.0,2310.0,,,,,,,,
XFX GTR-S XXX Edition,,,XFX GTR-S XXX Edition,8.0,1257.0,,,,,,,,,
Asus Phoenix EVO OC,,,Asus Phoenix EVO OC,4.0,1410.0,1635.0,,,,,,,,
KFA2 ST V2 (1-Click OC),,,KFA2 ST V2 (1-Click OC),24.0,2235.0,2535.0,,,,,,,,
MSI MECH 2X CLASSIC,,,MSI MECH 2X CLASSIC,8.0,1720.0,2655.0,,,,,,,,
MSI GAMING SLIM,,,MSI GAMING SLIM,12.0,1920.0,2490.0,,,,,,,,
Dell 469-4186,,,Dell 469-4186,1.0,876.0,,,,,,,,,
EVGA 01G-P3-1526-KR,,,EVGA 01G-P3-1526-KR,1.0,810.0,,,,,,,,,
PNY VCQ450NVS-X16-DVI-PB,,,PNY VCQ450NVS-X16-DVI-PB,0.5,550.0,,,,,,,,,
MSI D3H LP,,,MSI D3H LP,1.0,954.0,,,,,,,,,
Gigabyte GV-R929D5-4GD-B,,,Gigabyte GV-R929D5-4GD-B,4.0,947.0,,,,,,,,,
EVGA 01G-P3-3736-KR,,,EVGA 01G-P3-3736-KR,1.0,700.0,,,,,,,,,
PNY VCQK5000-PB,,,PNY VCQK5000-PB,4.0,706.0,,,,,,,,,
Zotac ZT-90401-10P,,,Zotac ZT-90401-10P,12.0,1000.0,1075.0,,,,,,,,
PNY VCGGTX1070T8PB-CG,,,PNY VCGGTX1070T8PB-CG,8.0,1607.0,1683.0,,,,,,,,
XFX HD-697A-CNFC,,,XFX HD-697A-CNFC,2.0,880.0,,,,,,,,,
Biostar V8502GT21,,,Biostar V8502GT21,0.25,450.0,,,,,,,,,
